text
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Sansevieria. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Aliso – Alnus glutinosa. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Almez – Celtis australis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Almez – Celtis australis. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Almendro – Prunus dulcis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Almendro – Prunus dulcis. [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Almácigo – Acer monspessulanum (Almácigo). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Almácigo – Acer monspessulanum (Almácigo). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Amaranto – Amaranthus caudatus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Amaranto – Amaranthus caudatus. [/INST] Temp: 22-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Azafrán – Crocus sativus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Azafrán – Crocus sativus. [/INST] Temp: 20-25, Humedad suelo: 50-65, Ph: 6.0-6.8, Ec: 1.5-2.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Azalea – Rhododendron simsii. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Azalea – Rhododendron simsii. [/INST] Temp: 18-24, Humedad suelo: 70-80, Ph: 5.5-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Azucena – Lilium candidum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Azucena – Lilium candidum. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Bambú – Phyllostachys viridiglaucescens. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Bambú – Phyllostachys viridiglaucescens. [/INST] Temp: 22-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Belladona – Atropa belladonna. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Belladona – Atropa belladonna. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Belén (Caléndula) – Calendula officinalis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Belén (Caléndula) – Calendula officinalis. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Belén (Beleño) – Hyoscyamus niger. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Belén (Beleño) – Hyoscyamus niger. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Boca de dragón – Antirrhinum majus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Boca de dragón – Antirrhinum majus. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Boj – Buxus sempervirens. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Boj – Buxus sempervirens. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Borraja – Borago officinalis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Borraja – Borago officinalis. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Bugambilia – Bougainvillea glabra. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Bugambilia – Bougainvillea glabra. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Camelia – Camellia japonica. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Camelia – Camellia japonica. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Campanilla – Hyacinthoides hispanica. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Campanilla – Hyacinthoides hispanica. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Campanilla alpina – Soldanella alpina. [/INST] Temp: 15-22, Humedad suelo: 50-65, Ph: 5.5-6.5, Ec: 1.0-1.8, N: 40-80, P: 15-30, K: 25-50 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Campanilla alpina – Soldanella alpina. [/INST] Temp: 18-25, Humedad suelo: 60-70, Ph: 6.0-7.0, Ec: 1.2-2.0, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cardo borriquero – Eryngium maritimum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cardo borriquero – Eryngium maritimum. [/INST] Temp: 22-26, Humedad suelo: 65-70, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cardo mariano – Silybum marianum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cardo mariano – Silybum marianum. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cardo rabanero – Eryngium campestre. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cardo rabanero – Eryngium campestre. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cardo común – Dipsacus fullonum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cardo común – Dipsacus fullonum. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Carlina – Carlina corymbosa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Carlina – Carlina corymbosa. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Carlán – Ferula communis (jargonella). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Carlán – Ferula communis (jargonella). [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Carlopo – Acmella oleracea. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Carlopo – Acmella oleracea. [/INST] Temp: 22-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Caña – Arundo donax. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Caña – Arundo donax. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cañaheja – Plantago coronopus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cañaheja – Plantago coronopus. [/INST] Temp: 22-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Calabacín – Cucurbita pepo. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Calabacín – Cucurbita pepo. [/INST] Temp: 24-30, Humedad suelo: 70-80, Ph: 6.0-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Calabaza – Cucurbita maxima. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Calabaza – Cucurbita maxima. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Calendula – Calendula officinalis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Calendula – Calendula officinalis. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Campanilla – Lysimachia nummularia (Campanilla azul). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Campanilla – Lysimachia nummularia (Campanilla azul). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Campanita – Convolvulus arvensis. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Campanita – Convolvulus arvensis. [/INST] Temp: 22-26, Humedad suelo: 65-70, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cambronero – Lycium europaeum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cambronero – Lycium europaeum. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Canónigos – Valerianella locusta. [/INST] Temp: 15-20, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 1.2-1.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Canónigos – Valerianella locusta. [/INST] Temp: 18-24, Humedad suelo: 65-75, Ph: 6.0-6.5, Ec: 1.5-2.0, N: 100-150, P: 40-60, K: 50-80 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cantueso – Lavandula stoechas. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cantueso – Lavandula stoechas. [/INST] Temp: 25-30, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Caracolí – Buxus sempervirens. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Caracolí – Buxus sempervirens. [/INST] Temp: 18-25, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cardenillo – Eryngium maritimum (sinónimo de cardo borriquero). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cardenillo – Eryngium maritimum (sinónimo de cardo borriquero). [/INST] Temp: 22-26, Humedad suelo: 65-70, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cardencha – Euphorbia characias (coronilla de mar). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cardencha – Euphorbia characias (coronilla de mar). [/INST] Temp: 22-26, Humedad suelo: 65-70, Ph: 6.2-6.8, Ec: 2.0-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cardo comú – Dipsacus fullonum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cardo comú – Dipsacus fullonum. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Castilletes – Argemone mexicana (adormidera de prados). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Castilletes – Argemone mexicana (adormidera de prados). [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cañamo – Cannabis sativa. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cañamo – Cannabis sativa. [/INST] Temp: 22-26, Humedad suelo: 50-60, Ph: 6.2-6.8, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cedro – Cedrus atlantica. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cedro – Cedrus atlantica. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cedrón – Aloysia citrodora (Hierba Luisa). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cedrón – Aloysia citrodora (Hierba Luisa). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Chumbera – Opuntia ficus-indica. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Chumbera – Opuntia ficus-indica. [/INST] Temp: 25-32, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cilantro – Coriandrum sativum. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cilantro – Coriandrum sativum. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cinco hojas – Nepeta cataria (hierba del gato). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cinco hojas – Nepeta cataria (hierba del gato). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Clavel – Dianthus caryophyllus. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Clavel – Dianthus caryophyllus. [/INST] Temp: 18-25, Humedad suelo: 50-65, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Clavel de Venus – Ixia viridiflora (Nervia, Azucena de campo). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Clavel de Venus – Ixia viridiflora (Nervia, Azucena de campo). [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Clavelina – Silene colorata. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Clavelina – Silene colorata. [/INST] Temp: 18-25, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Ciruela – Prunus domestica. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Ciruela – Prunus domestica. [/INST] Temp: 22-26, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 1.8-2.8, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cisne (sauce) – Salix alba. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cisne (sauce) – Salix alba. [/INST] Temp: 22-26, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cital – Ricinus communis (Almiquí). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cital – Ricinus communis (Almiquí). [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Citrón (limonero) – Citrus limon. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Citrón (limonero) – Citrus limon. [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.0-6.5, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cistáceas (jardín) – numerosas especies (jaras). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cistáceas (jardín) – numerosas especies (jaras). [/INST] Temp: 25-30, Humedad suelo: 65-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Cofínia – Daphne gnidium (Tamarix, retama pelada). [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
"<s>[INST] Dame los parámetros óptimos para la floración de Cofínia – Daphne gnidium (Tamarix, retama pelada). [/INST] Temp: 25-30, Humedad suelo: 70-80, Ph: 6.2-7.0, Ec: 2.0-3.0, N: 80-120, P: 30-50, K: 40-70 </s>"
"<s>[INST] Dame los parámetros óptimos para la crecimiento de Corimbo (Lavandula) – Lavandula latifolia. [/INST] Temp: 20-28, Humedad suelo: 60-75, Ph: 6.0-6.8, Ec: 1.5-2.5, N: 60-100, P: 20-40, K: 30-60 </s>"
